config,seed,t,P,theta,cap,score,adopted
extralarge-19-5,113,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,113,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,113,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,113,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,113,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,113,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,113,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,113,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,113,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,113,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,113,350,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,113,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,113,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,113,400,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,113,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,113,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,113,450,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,113,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,114,50,1.8,0.4,2,7.0,5,0.0,20,156.8,0
extralarge-19-5,114,50,1.3,0.4,2,7.0,5,0.0,20,156.8,0
extralarge-19-5,114,50,1.5,0.5,2,7.0,5,0.0,20,127.7,0
extralarge-19-5,114,50,1.5,0.4,2,7.0,5,0.0,20,156.8,1
extralarge-19-5,114,100,1.5,0.33,2,7.0,5,0.0,20,89.5,0
extralarge-19-5,114,100,1.5,0.4,1,7.0,5,0.0,20,89.5,0
extralarge-19-5,114,100,1.5,0.4,3,7.0,5,0.0,20,89.5,0
extralarge-19-5,114,100,1.5,0.4,2,7.0,5,0.0,20,89.5,1
extralarge-19-5,114,150,1.5,0.4,2,9.0,5,0.0,20,7.0,0
extralarge-19-5,114,150,1.5,0.4,2,5.0,5,0.0,20,7.0,0
extralarge-19-5,114,150,1.5,0.4,2,7.0,6,0.0,20,7.0,0
extralarge-19-5,114,150,1.5,0.4,2,7.0,5,0.0,20,7.0,1
extralarge-19-5,114,200,1.5,0.4,2,7.0,4,0.0,20,4.5,0
extralarge-19-5,114,200,1.5,0.4,2,7.0,5,2.0,20,4.5,0
extralarge-19-5,114,200,1.5,0.4,2,7.0,5,0.0,20,4.5,1
extralarge-19-5,114,250,1.5,0.4,2,7.0,5,0.0,30,4.5,0
extralarge-19-5,114,250,1.5,0.4,2,7.0,5,0.0,10,4.5,0
extralarge-19-5,114,250,1.5,0.4,2,7.0,5,0.0,20,4.5,1
extralarge-19-5,114,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,114,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,114,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,114,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,114,350,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,114,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,114,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,114,400,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,114,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,114,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,114,450,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,114,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,50,1.8,0.4,2,7.0,5,0.0,20,367.1,0
extralarge-19-5,115,50,1.3,0.4,2,7.0,5,0.0,20,367.1,0
extralarge-19-5,115,50,1.5,0.5,2,7.0,5,0.0,20,367.1,0
extralarge-19-5,115,50,1.5,0.4,2,7.0,5,0.0,20,367.1,1
extralarge-19-5,115,100,1.5,0.33,2,7.0,5,0.0,20,55.9,0
extralarge-19-5,115,100,1.5,0.4,1,7.0,5,0.0,20,75.9,0
extralarge-19-5,115,100,1.5,0.4,3,7.0,5,0.0,20,55.9,0
extralarge-19-5,115,100,1.5,0.4,2,7.0,5,0.0,20,75.9,1
extralarge-19-5,115,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,115,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,115,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,115,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,115,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,115,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,115,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,115,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,115,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,115,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,350,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,115,350,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,115,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,400,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,115,400,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,115,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,115,450,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,115,450,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,115,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,50,1.8,0.4,2,7.0,5,0.0,20,96.9,0
extralarge-19-5,116,50,1.3,0.4,2,7.0,5,0.0,20,96.9,0
extralarge-19-5,116,50,1.5,0.5,2,7.0,5,0.0,20,96.9,0
extralarge-19-5,116,50,1.5,0.4,2,7.0,5,0.0,20,96.9,1
extralarge-19-5,116,100,1.5,0.33,2,7.0,5,0.0,20,6.6,0
extralarge-19-5,116,100,1.5,0.4,1,7.0,5,0.0,20,6.6,0
extralarge-19-5,116,100,1.5,0.4,3,7.0,5,0.0,20,6.6,0
extralarge-19-5,116,100,1.5,0.4,2,7.0,5,0.0,20,6.6,1
extralarge-19-5,116,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,116,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,116,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,116,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,116,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,116,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,116,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,116,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,116,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,116,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,116,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,116,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,50,1.8,0.4,2,7.0,5,0.0,20,126.8,0
extralarge-19-5,117,50,1.3,0.4,2,7.0,5,0.0,20,126.8,0
extralarge-19-5,117,50,1.5,0.5,2,7.0,5,0.0,20,126.8,0
extralarge-19-5,117,50,1.5,0.4,2,7.0,5,0.0,20,126.8,1
extralarge-19-5,117,100,1.5,0.33,2,7.0,5,0.0,20,3.6,0
extralarge-19-5,117,100,1.5,0.4,1,7.0,5,0.0,20,3.6,0
extralarge-19-5,117,100,1.5,0.4,3,7.0,5,0.0,20,3.6,0
extralarge-19-5,117,100,1.5,0.4,2,7.0,5,0.0,20,3.6,1
extralarge-19-5,117,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,117,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,117,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,117,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,117,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,117,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,117,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,117,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,117,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,117,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,117,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,117,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,50,1.8,0.4,2,7.0,5,0.0,20,107.4,0
extralarge-19-5,118,50,1.3,0.4,2,7.0,5,0.0,20,107.4,0
extralarge-19-5,118,50,1.5,0.5,2,7.0,5,0.0,20,107.4,0
extralarge-19-5,118,50,1.5,0.4,2,7.0,5,0.0,20,107.4,1
extralarge-19-5,118,100,1.5,0.33,2,7.0,5,0.0,20,34.3,0
extralarge-19-5,118,100,1.5,0.4,1,7.0,5,0.0,20,34.3,0
extralarge-19-5,118,100,1.5,0.4,3,7.0,5,0.0,20,34.3,0
extralarge-19-5,118,100,1.5,0.4,2,7.0,5,0.0,20,34.3,1
extralarge-19-5,118,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,118,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,118,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,118,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,118,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,118,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,118,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,118,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,118,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,118,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,118,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,118,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,50,1.8,0.4,2,7.0,5,0.0,20,64.0,0
extralarge-19-5,119,50,1.3,0.4,2,7.0,5,0.0,20,64.0,0
extralarge-19-5,119,50,1.5,0.5,2,7.0,5,0.0,20,64.0,0
extralarge-19-5,119,50,1.5,0.4,2,7.0,5,0.0,20,64.0,1
extralarge-19-5,119,100,1.5,0.33,2,7.0,5,0.0,20,17.3,0
extralarge-19-5,119,100,1.5,0.4,1,7.0,5,0.0,20,17.3,0
extralarge-19-5,119,100,1.5,0.4,3,7.0,5,0.0,20,17.3,0
extralarge-19-5,119,100,1.5,0.4,2,7.0,5,0.0,20,17.3,1
extralarge-19-5,119,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,119,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,119,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,119,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,119,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,119,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,119,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,119,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,119,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,119,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,119,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,119,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,50,1.8,0.4,2,7.0,5,0.0,20,179.1,0
extralarge-19-5,120,50,1.3,0.4,2,7.0,5,0.0,20,179.1,0
extralarge-19-5,120,50,1.5,0.5,2,7.0,5,0.0,20,172.0,0
extralarge-19-5,120,50,1.5,0.4,2,7.0,5,0.0,20,179.1,1
extralarge-19-5,120,100,1.5,0.33,2,7.0,5,0.0,20,35.6,0
extralarge-19-5,120,100,1.5,0.4,1,7.0,5,0.0,20,35.6,0
extralarge-19-5,120,100,1.5,0.4,3,7.0,5,0.0,20,35.6,0
extralarge-19-5,120,100,1.5,0.4,2,7.0,5,0.0,20,35.6,1
extralarge-19-5,120,150,1.5,0.4,2,9.0,5,0.0,20,4.9,0
extralarge-19-5,120,150,1.5,0.4,2,5.0,5,0.0,20,4.9,0
extralarge-19-5,120,150,1.5,0.4,2,7.0,6,0.0,20,4.9,0
extralarge-19-5,120,150,1.5,0.4,2,7.0,5,0.0,20,4.9,1
extralarge-19-5,120,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,120,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,120,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,120,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,120,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,120,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,120,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,120,350,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,120,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,120,400,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,120,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,120,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,120,450,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,120,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,50,1.8,0.4,2,7.0,5,0.0,20,375.9,0
extralarge-19-5,121,50,1.3,0.4,2,7.0,5,0.0,20,375.9,0
extralarge-19-5,121,50,1.5,0.5,2,7.0,5,0.0,20,375.9,0
extralarge-19-5,121,50,1.5,0.4,2,7.0,5,0.0,20,375.9,1
extralarge-19-5,121,100,1.5,0.33,2,7.0,5,0.0,20,82.0,0
extralarge-19-5,121,100,1.5,0.4,1,7.0,5,0.0,20,82.0,0
extralarge-19-5,121,100,1.5,0.4,3,7.0,5,0.0,20,82.0,0
extralarge-19-5,121,100,1.5,0.4,2,7.0,5,0.0,20,82.0,1
extralarge-19-5,121,150,1.5,0.4,2,9.0,5,0.0,20,33.4,0
extralarge-19-5,121,150,1.5,0.4,2,5.0,5,0.0,20,33.4,0
extralarge-19-5,121,150,1.5,0.4,2,7.0,6,0.0,20,33.4,0
extralarge-19-5,121,150,1.5,0.4,2,7.0,5,0.0,20,33.4,1
extralarge-19-5,121,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,121,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,121,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,121,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,121,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,121,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,121,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,121,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,121,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,50,1.8,0.4,2,7.0,5,0.0,20,120.5,0
extralarge-19-5,122,50,1.3,0.4,2,7.0,5,0.0,20,120.5,0
extralarge-19-5,122,50,1.5,0.5,2,7.0,5,0.0,20,120.5,0
extralarge-19-5,122,50,1.5,0.4,2,7.0,5,0.0,20,120.5,1
extralarge-19-5,122,100,1.5,0.33,2,7.0,5,0.0,20,33.8,0
extralarge-19-5,122,100,1.5,0.4,1,7.0,5,0.0,20,33.8,0
extralarge-19-5,122,100,1.5,0.4,3,7.0,5,0.0,20,33.8,0
extralarge-19-5,122,100,1.5,0.4,2,7.0,5,0.0,20,33.8,1
extralarge-19-5,122,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,122,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,122,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,122,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,122,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,122,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,122,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,122,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,122,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,122,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,122,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,122,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,123,50,1.8,0.4,2,7.0,5,0.0,20,197.3,0
extralarge-19-5,123,50,1.3,0.4,2,7.0,5,0.0,20,197.3,0
extralarge-19-5,123,50,1.5,0.5,2,7.0,5,0.0,20,197.3,0
extralarge-19-5,123,50,1.5,0.4,2,7.0,5,0.0,20,197.3,1
extralarge-19-5,123,100,1.5,0.33,2,7.0,5,0.0,20,54.5,0
extralarge-19-5,123,100,1.5,0.4,1,7.0,5,0.0,20,54.5,0
extralarge-19-5,123,100,1.5,0.4,3,7.0,5,0.0,20,54.5,0
extralarge-19-5,123,100,1.5,0.4,2,7.0,5,0.0,20,54.5,1
extralarge-19-5,123,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,123,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,123,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,123,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,123,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,123,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,123,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,123,250,1.5,0.4,2,7.0,5,0.0,30,-20.0,0
extralarge-19-5,123,250,1.5,0.4,2,7.0,5,0.0,10,-20.0,0
extralarge-19-5,123,250,1.5,0.4,2,7.0,5,0.0,20,-20.0,1
extralarge-19-5,123,300,1.8,0.4,2,7.0,5,0.0,20,-20.0,0
extralarge-19-5,123,300,1.3,0.4,2,7.0,5,0.0,20,-20.0,0
extralarge-19-5,123,300,1.5,0.4,2,7.0,5,0.0,20,-20.0,1
extralarge-19-5,123,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,123,350,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,123,350,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,123,400,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,123,400,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,123,400,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,123,450,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,123,450,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,123,450,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,50,1.8,0.4,2,7.0,5,0.0,20,58.7,0
extralarge-19-5,124,50,1.3,0.4,2,7.0,5,0.0,20,58.7,0
extralarge-19-5,124,50,1.5,0.5,2,7.0,5,0.0,20,58.7,0
extralarge-19-5,124,50,1.5,0.4,2,7.0,5,0.0,20,58.7,1
extralarge-19-5,124,100,1.5,0.33,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,124,100,1.5,0.4,1,7.0,5,0.0,20,0.0,0
extralarge-19-5,124,100,1.5,0.4,3,7.0,5,0.0,20,0.0,0
extralarge-19-5,124,100,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,150,1.5,0.4,2,9.0,5,0.0,20,0.0,0
extralarge-19-5,124,150,1.5,0.4,2,5.0,5,0.0,20,0.0,0
extralarge-19-5,124,150,1.5,0.4,2,7.0,6,0.0,20,0.0,0
extralarge-19-5,124,150,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,200,1.5,0.4,2,7.0,4,0.0,20,0.0,0
extralarge-19-5,124,200,1.5,0.4,2,7.0,5,2.0,20,0.0,0
extralarge-19-5,124,200,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,250,1.5,0.4,2,7.0,5,0.0,30,0.0,0
extralarge-19-5,124,250,1.5,0.4,2,7.0,5,0.0,10,0.0,0
extralarge-19-5,124,250,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,300,1.8,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,124,300,1.3,0.4,2,7.0,5,0.0,20,0.0,0
extralarge-19-5,124,300,1.5,0.4,2,7.0,5,0.0,20,0.0,1
extralarge-19-5,124,350,1.5,0.5,2,7.0,5,0.0,20,0.0,0
