config,seed,t,P,theta,cap,score,adopted
extralarge-19-9,27,350,1.80,0.40,2,31.4,0
extralarge-19-9,27,350,1.30,0.40,2,31.4,0
extralarge-19-9,27,350,1.50,0.50,2,31.4,0
extralarge-19-9,27,350,1.50,0.40,2,31.4,1
extralarge-19-9,27,400,1.50,0.33,2,-15.7,0
extralarge-19-9,27,400,1.50,0.40,1,-15.7,0
extralarge-19-9,27,400,1.50,0.40,3,-15.7,0
extralarge-19-9,27,400,1.50,0.40,2,-15.7,1
extralarge-19-9,27,450,1.80,0.40,2,-20.0,0
extralarge-19-9,27,450,1.30,0.40,2,-20.0,0
extralarge-19-9,27,450,1.50,0.50,2,-20.0,0
extralarge-19-9,27,450,1.50,0.40,2,-20.0,1
extralarge-19-9,28,50,1.80,0.40,2,295.1,0
extralarge-19-9,28,50,1.30,0.40,2,295.1,0
extralarge-19-9,28,50,1.50,0.50,2,295.1,0
extralarge-19-9,28,50,1.50,0.40,2,295.1,1
extralarge-19-9,28,100,1.50,0.33,2,101.0,0
extralarge-19-9,28,100,1.50,0.40,1,101.0,0
extralarge-19-9,28,100,1.50,0.40,3,101.0,0
extralarge-19-9,28,100,1.50,0.40,2,101.0,1
extralarge-19-9,28,150,1.80,0.40,2,294.1,0
extralarge-19-9,28,150,1.30,0.40,2,294.1,0
extralarge-19-9,28,150,1.50,0.50,2,294.1,0
extralarge-19-9,28,150,1.50,0.40,2,294.1,1
extralarge-19-9,28,200,1.50,0.33,2,280.2,0
extralarge-19-9,28,200,1.50,0.40,1,280.2,0
extralarge-19-9,28,200,1.50,0.40,3,280.2,0
extralarge-19-9,28,200,1.50,0.40,2,280.2,1
extralarge-19-9,28,250,1.80,0.40,2,15.7,0
extralarge-19-9,28,250,1.30,0.40,2,15.7,0
extralarge-19-9,28,250,1.50,0.50,2,15.7,0
extralarge-19-9,28,250,1.50,0.40,2,15.7,1
extralarge-19-9,28,300,1.50,0.33,2,12.1,0
extralarge-19-9,28,300,1.50,0.40,1,12.1,0
extralarge-19-9,28,300,1.50,0.40,3,12.1,0
extralarge-19-9,28,300,1.50,0.40,2,12.1,1
extralarge-19-9,28,350,1.80,0.40,2,-95.6,0
extralarge-19-9,28,350,1.30,0.40,2,-95.6,0
extralarge-19-9,28,350,1.50,0.50,2,-95.6,0
extralarge-19-9,28,350,1.50,0.40,2,-95.6,1
extralarge-19-9,28,400,1.50,0.33,2,-92.5,0
extralarge-19-9,28,400,1.50,0.40,1,-92.5,0
extralarge-19-9,28,400,1.50,0.40,3,-92.5,0
extralarge-19-9,28,400,1.50,0.40,2,-92.5,1
extralarge-19-9,28,450,1.80,0.40,2,-92.5,0
extralarge-19-9,28,450,1.30,0.40,2,-92.5,0
extralarge-19-9,28,450,1.50,0.50,2,-92.5,0
extralarge-19-9,28,450,1.50,0.40,2,-92.5,1
extralarge-19-9,29,50,1.80,0.40,2,665.6,0
extralarge-19-9,29,50,1.30,0.40,2,665.6,0
extralarge-19-9,29,50,1.50,0.50,2,665.6,0
extralarge-19-9,29,50,1.50,0.40,2,665.6,1
extralarge-19-9,29,100,1.50,0.33,2,507.7,0
extralarge-19-9,29,100,1.50,0.40,1,507.7,0
extralarge-19-9,29,100,1.50,0.40,3,507.7,0
extralarge-19-9,29,100,1.50,0.40,2,507.7,1
extralarge-19-9,29,150,1.80,0.40,2,118.6,0
extralarge-19-9,29,150,1.30,0.40,2,118.6,0
extralarge-19-9,29,150,1.50,0.50,2,118.6,0
extralarge-19-9,29,150,1.50,0.40,2,118.6,1
extralarge-19-9,29,200,1.50,0.33,2,162.5,0
extralarge-19-9,29,200,1.50,0.40,1,162.5,0
extralarge-19-9,29,200,1.50,0.40,3,162.5,0
extralarge-19-9,29,200,1.50,0.40,2,162.5,1
extralarge-19-9,29,250,1.80,0.40,2,122.1,0
extralarge-19-9,29,250,1.30,0.40,2,122.1,0
extralarge-19-9,29,250,1.50,0.50,2,122.1,0
extralarge-19-9,29,250,1.50,0.40,2,122.1,1
extralarge-19-9,29,300,1.50,0.33,2,175.2,0
extralarge-19-9,29,300,1.50,0.40,1,175.2,0
extralarge-19-9,29,300,1.50,0.40,3,175.2,0
extralarge-19-9,29,300,1.50,0.40,2,175.2,1
extralarge-19-9,29,350,1.80,0.40,2,150.4,0
extralarge-19-9,29,350,1.30,0.40,2,150.4,0
extralarge-19-9,29,350,1.50,0.50,2,50.4,0
extralarge-19-9,29,350,1.50,0.40,2,150.4,1
extralarge-19-9,29,400,1.50,0.33,2,0.0,0
extralarge-19-9,29,400,1.50,0.40,1,0.0,0
extralarge-19-9,29,400,1.50,0.40,3,0.0,0
extralarge-19-9,29,400,1.50,0.40,2,0.0,1
extralarge-19-9,29,450,1.80,0.40,2,-120.0,0
extralarge-19-9,29,450,1.30,0.40,2,-120.0,0
extralarge-19-9,29,450,1.50,0.33,2,-120.0,0
extralarge-19-9,29,450,1.50,0.40,2,-120.0,1
extralarge-19-9,30,50,1.80,0.40,2,229.7,0
extralarge-19-9,30,50,1.30,0.40,2,229.7,0
extralarge-19-9,30,50,1.50,0.50,2,229.7,0
extralarge-19-9,30,50,1.50,0.40,2,229.7,1
extralarge-19-9,30,100,1.50,0.33,2,180.9,0
extralarge-19-9,30,100,1.50,0.40,1,180.9,0
extralarge-19-9,30,100,1.50,0.40,3,180.9,0
extralarge-19-9,30,100,1.50,0.40,2,180.9,1
extralarge-19-9,30,150,1.80,0.40,2,271.1,0
extralarge-19-9,30,150,1.30,0.40,2,244.8,0
extralarge-19-9,30,150,1.50,0.50,2,244.8,0
extralarge-19-9,30,150,1.80,0.40,2,271.1,1
extralarge-19-9,30,200,2.10,0.40,2,207.7,0
extralarge-19-9,30,200,1.80,0.33,2,215.9,0
extralarge-19-9,30,200,1.80,0.40,1,215.9,0
extralarge-19-9,30,200,1.80,0.40,2,215.9,1
extralarge-19-9,30,250,1.80,0.40,3,78.5,0
extralarge-19-9,30,250,2.10,0.40,2,80.1,0
extralarge-19-9,30,250,1.60,0.40,2,80.1,0
extralarge-19-9,30,250,1.80,0.40,2,80.1,1
extralarge-19-9,30,300,1.80,0.50,2,11.9,0
extralarge-19-9,30,300,1.80,0.33,2,11.9,0
extralarge-19-9,30,300,1.80,0.40,1,11.9,0
extralarge-19-9,30,300,1.80,0.40,2,11.9,1
extralarge-19-9,30,350,1.80,0.40,3,8.8,0
extralarge-19-9,30,350,2.10,0.40,2,8.8,0
extralarge-19-9,30,350,1.60,0.40,2,8.8,0
extralarge-19-9,30,350,1.80,0.40,2,8.8,1
extralarge-19-9,30,400,1.80,0.50,2,-17.7,0
extralarge-19-9,30,400,1.80,0.33,2,-17.7,0
extralarge-19-9,30,400,1.80,0.40,1,-17.7,0
extralarge-19-9,30,400,1.80,0.40,2,-17.7,1
extralarge-19-9,30,450,1.80,0.40,3,0.0,0
extralarge-19-9,30,450,2.10,0.40,2,0.0,0
extralarge-19-9,30,450,1.60,0.40,2,0.0,0
extralarge-19-9,30,450,1.80,0.40,2,0.0,1
extralarge-19-9,31,50,1.80,0.40,2,403.7,0
extralarge-19-9,31,50,1.30,0.40,2,403.7,0
extralarge-19-9,31,50,1.50,0.50,2,403.7,0
extralarge-19-9,31,50,1.50,0.40,2,403.7,1
extralarge-19-9,31,100,1.50,0.33,2,332.8,0
extralarge-19-9,31,100,1.50,0.40,1,332.8,0
extralarge-19-9,31,100,1.50,0.40,3,332.8,0
extralarge-19-9,31,100,1.50,0.40,2,332.8,1
extralarge-19-9,31,150,1.80,0.40,2,274.5,0
extralarge-19-9,31,150,1.30,0.40,2,274.5,0
extralarge-19-9,31,150,1.50,0.50,2,274.5,0
extralarge-19-9,31,150,1.50,0.40,2,274.5,1
extralarge-19-9,31,200,1.50,0.33,2,167.5,0
extralarge-19-9,31,200,1.50,0.40,1,167.5,0
extralarge-19-9,31,200,1.50,0.40,3,167.5,0
extralarge-19-9,31,200,1.50,0.40,2,167.5,1
extralarge-19-9,31,250,1.80,0.40,2,76.9,0
extralarge-19-9,31,250,1.30,0.40,2,76.9,0
extralarge-19-9,31,250,1.50,0.50,2,76.9,0
extralarge-19-9,31,250,1.50,0.40,2,76.9,1
extralarge-19-9,31,300,1.50,0.33,2,35.4,0
extralarge-19-9,31,300,1.50,0.40,1,35.4,0
extralarge-19-9,31,300,1.50,0.40,3,35.4,0
extralarge-19-9,31,300,1.50,0.40,2,35.4,1
extralarge-19-9,31,350,1.80,0.40,2,-31.5,0
extralarge-19-9,31,350,1.30,0.40,2,-31.5,0
extralarge-19-9,31,350,1.50,0.50,2,-31.5,0
extralarge-19-9,31,350,1.50,0.40,2,-31.5,1
extralarge-19-9,31,400,1.50,0.33,2,-63.7,0
extralarge-19-9,31,400,1.50,0.40,1,-63.7,0
extralarge-19-9,31,400,1.50,0.40,3,-43.7,0
extralarge-19-9,31,400,1.50,0.40,3,-43.7,1
extralarge-19-9,31,450,1.50,0.40,4,0.0,0
extralarge-19-9,31,450,1.80,0.40,3,0.0,0
extralarge-19-9,31,450,1.30,0.40,3,0.0,0
extralarge-19-9,31,450,1.50,0.40,3,0.0,1
extralarge-19-9,32,50,1.80,0.40,2,626.6,0
extralarge-19-9,32,50,1.30,0.40,2,626.6,0
extralarge-19-9,32,50,1.50,0.50,2,626.6,0
extralarge-19-9,32,50,1.50,0.40,2,626.6,1
extralarge-19-9,32,100,1.50,0.33,2,207.0,0
extralarge-19-9,32,100,1.50,0.40,1,207.0,0
extralarge-19-9,32,100,1.50,0.40,3,207.0,0
extralarge-19-9,32,100,1.50,0.40,2,207.0,1
extralarge-19-9,32,150,1.80,0.40,2,163.5,0
extralarge-19-9,32,150,1.30,0.40,2,163.5,0
extralarge-19-9,32,150,1.50,0.50,2,163.5,0
extralarge-19-9,32,150,1.50,0.40,2,163.5,1
extralarge-19-9,32,200,1.50,0.33,2,113.0,0
extralarge-19-9,32,200,1.50,0.40,1,113.0,0
extralarge-19-9,32,200,1.50,0.40,3,113.0,0
extralarge-19-9,32,200,1.50,0.40,2,113.0,1
extralarge-19-9,32,250,1.80,0.40,2,72.5,0
extralarge-19-9,32,250,1.30,0.40,2,67.3,0
extralarge-19-9,32,250,1.50,0.50,2,72.5,0
extralarge-19-9,32,250,1.50,0.40,2,72.5,1
extralarge-19-9,32,300,1.50,0.33,2,68.9,0
extralarge-19-9,32,300,1.50,0.40,1,68.9,0
extralarge-19-9,32,300,1.50,0.40,3,68.9,0
extralarge-19-9,32,300,1.50,0.40,2,68.9,1
extralarge-19-9,32,350,1.80,0.40,2,-39.2,0
extralarge-19-9,32,350,1.50,0.50,2,-24.5,0
extralarge-19-9,32,350,1.50,0.33,2,-24.5,0
extralarge-19-9,32,350,1.50,0.40,2,-24.5,1
extralarge-19-9,32,400,1.50,0.40,1,-138.9,0
extralarge-19-9,32,400,1.50,0.40,3,-138.9,0
extralarge-19-9,32,400,1.30,0.40,2,-140.0,0
extralarge-19-9,32,400,1.50,0.40,2,-138.9,1
extralarge-19-9,32,450,1.50,0.50,2,-98.9,0
extralarge-19-9,32,450,1.50,0.33,2,-98.9,0
extralarge-19-9,32,450,1.50,0.40,1,-98.9,0
extralarge-19-9,32,450,1.50,0.40,2,-98.9,1
extralarge-19-9,33,50,1.80,0.40,2,384.5,0
extralarge-19-9,33,50,1.30,0.40,2,384.5,0
extralarge-19-9,33,50,1.50,0.50,2,384.5,0
extralarge-19-9,33,50,1.50,0.40,2,384.5,1
extralarge-19-9,33,100,1.50,0.33,2,257.1,0
extralarge-19-9,33,100,1.50,0.40,1,257.1,0
extralarge-19-9,33,100,1.50,0.40,3,257.1,0
extralarge-19-9,33,100,1.50,0.40,2,257.1,1
extralarge-19-9,33,150,1.80,0.40,2,264.9,0
extralarge-19-9,33,150,1.30,0.40,2,286.5,0
extralarge-19-9,33,150,1.50,0.50,2,310.8,0
extralarge-19-9,33,150,1.50,0.50,2,310.8,1
extralarge-19-9,33,200,1.50,0.60,2,567.8,0
extralarge-19-9,33,200,1.50,0.43,2,542.1,0
extralarge-19-9,33,200,1.50,0.50,1,567.8,0
extralarge-19-9,33,200,1.50,0.50,2,567.8,1
extralarge-19-9,33,250,1.50,0.50,3,304.3,0
extralarge-19-9,33,250,1.30,0.50,2,295.0,0
extralarge-19-9,33,250,1.50,0.60,2,304.3,0
extralarge-19-9,33,250,1.50,0.50,2,304.3,1
extralarge-19-9,33,300,1.50,0.60,2,-1.1,0
extralarge-19-9,33,300,1.80,0.50,2,-1.1,0
extralarge-19-9,33,300,1.50,0.50,1,-1.1,0
extralarge-19-9,33,300,1.50,0.50,2,-1.1,1
extralarge-19-9,33,350,1.50,0.50,3,-21.7,0
extralarge-19-9,33,350,1.30,0.50,2,-21.7,0
extralarge-19-9,33,350,1.50,0.60,2,-21.7,0
extralarge-19-9,33,350,1.50,0.50,2,-21.7,1
extralarge-19-9,33,400,1.50,0.60,2,-9.1,0
extralarge-19-9,33,400,1.80,0.50,2,-9.1,0
extralarge-19-9,33,400,1.50,0.50,1,-9.1,0
extralarge-19-9,33,400,1.50,0.50,2,-9.1,1
extralarge-19-9,33,450,1.50,0.50,3,7.8,0
extralarge-19-9,33,450,1.30,0.50,2,7.8,0
extralarge-19-9,33,450,1.50,0.60,2,7.8,0
extralarge-19-9,33,450,1.50,0.50,2,7.8,1
extralarge-19-9,34,50,1.80,0.40,2,392.7,0
extralarge-19-9,34,50,1.30,0.40,2,392.7,0
extralarge-19-9,34,50,1.50,0.50,2,392.7,0
extralarge-19-9,34,50,1.50,0.40,2,392.7,1
extralarge-19-9,34,100,1.50,0.33,2,328.2,0
extralarge-19-9,34,100,1.50,0.40,1,328.2,0
extralarge-19-9,34,100,1.50,0.40,3,328.2,0
extralarge-19-9,34,100,1.50,0.40,2,328.2,1
extralarge-19-9,34,150,1.80,0.40,2,211.1,0
extralarge-19-9,34,150,1.30,0.40,2,211.1,0
extralarge-19-9,34,150,1.50,0.50,2,211.1,0
extralarge-19-9,34,150,1.50,0.40,2,211.1,1
extralarge-19-9,34,200,1.50,0.33,2,-11.9,0
extralarge-19-9,34,200,1.50,0.40,1,-11.9,0
extralarge-19-9,34,200,1.50,0.40,3,-11.9,0
extralarge-19-9,34,200,1.50,0.40,2,-11.9,1
extralarge-19-9,34,250,1.80,0.40,2,72.1,0
extralarge-19-9,34,250,1.30,0.40,2,93.7,0
extralarge-19-9,34,250,1.50,0.50,2,72.1,0
extralarge-19-9,34,250,1.30,0.40,2,93.7,1
extralarge-19-9,34,300,1.10,0.40,2,67.2,0
extralarge-19-9,34,300,1.30,0.33,2,67.2,0
extralarge-19-9,34,300,1.30,0.40,1,67.2,0
extralarge-19-9,34,300,1.30,0.40,2,67.2,1
extralarge-19-9,34,350,1.30,0.40,3,-12.3,0
extralarge-19-9,34,350,1.10,0.40,2,-12.3,0
extralarge-19-9,34,350,1.60,0.40,2,-12.3,0
extralarge-19-9,34,350,1.30,0.40,2,-12.3,1
extralarge-19-9,34,400,1.30,0.50,2,6.1,0
extralarge-19-9,34,400,1.30,0.33,2,6.1,0
extralarge-19-9,34,400,1.30,0.40,1,6.1,0
extralarge-19-9,34,400,1.30,0.40,2,6.1,1
extralarge-19-9,34,450,1.30,0.40,3,0.0,0
extralarge-19-9,34,450,1.10,0.40,2,0.0,0
extralarge-19-9,34,450,1.60,0.40,2,0.0,0
extralarge-19-9,34,450,1.30,0.40,2,0.0,1
extralarge-19-9,35,50,1.80,0.40,2,670.4,0
extralarge-19-9,35,50,1.30,0.40,2,856.5,0
extralarge-19-9,35,50,1.50,0.50,2,856.5,0
extralarge-19-9,35,50,1.50,0.40,2,856.5,1
extralarge-19-9,35,100,1.50,0.33,2,309.1,0
extralarge-19-9,35,100,1.50,0.40,1,309.1,0
extralarge-19-9,35,100,1.50,0.40,3,309.1,0
extralarge-19-9,35,100,1.50,0.40,2,309.1,1
extralarge-19-9,35,150,1.30,0.40,2,127.3,0
extralarge-19-9,35,150,1.50,0.50,2,127.3,0
extralarge-19-9,35,150,1.50,0.33,2,127.3,0
extralarge-19-9,35,150,1.50,0.40,2,127.3,1
extralarge-19-9,35,200,1.50,0.40,1,144.1,0
extralarge-19-9,35,200,1.50,0.40,3,144.1,0
extralarge-19-9,35,200,1.30,0.40,2,144.1,0
extralarge-19-9,35,200,1.50,0.40,2,144.1,1
extralarge-19-9,35,250,1.50,0.50,2,103.2,0
extralarge-19-9,35,250,1.50,0.33,2,103.2,0
extralarge-19-9,35,250,1.50,0.40,1,103.2,0
extralarge-19-9,35,250,1.50,0.40,2,103.2,1
extralarge-19-9,35,300,1.50,0.40,3,37.6,0
extralarge-19-9,35,300,1.30,0.40,2,54.4,0
extralarge-19-9,35,300,1.50,0.50,2,37.6,0
extralarge-19-9,35,300,1.30,0.40,2,54.4,1
extralarge-19-9,35,350,1.10,0.40,2,31.1,0
extralarge-19-9,35,350,1.30,0.33,2,13.3,0
extralarge-19-9,35,350,1.30,0.40,1,31.1,0
extralarge-19-9,35,350,1.10,0.40,2,31.1,1
extralarge-19-9,35,400,1.00,0.40,2,-4.2,0
extralarge-19-9,35,400,1.10,0.40,1,15.8,0
extralarge-19-9,35,400,1.10,0.40,3,-6.4,0
extralarge-19-9,35,400,1.10,0.40,1,15.8,1
extralarge-19-9,35,450,1.00,0.40,1,-105.3,0
extralarge-19-9,35,450,1.10,0.50,1,-85.3,0
extralarge-19-9,35,450,1.10,0.40,1,-85.3,1
extralarge-19-9,36,50,1.80,0.40,2,280.4,0
extralarge-19-9,36,50,1.30,0.40,2,280.4,0
extralarge-19-9,36,50,1.50,0.50,2,280.4,0
extralarge-19-9,36,50,1.50,0.40,2,280.4,1
extralarge-19-9,36,100,1.50,0.33,2,260.9,0
extralarge-19-9,36,100,1.50,0.40,1,260.9,0
extralarge-19-9,36,100,1.50,0.40,3,260.9,0
extralarge-19-9,36,100,1.50,0.40,2,260.9,1
extralarge-19-9,36,150,1.80,0.40,2,119.1,0
extralarge-19-9,36,150,1.30,0.40,2,119.1,0
extralarge-19-9,36,150,1.50,0.50,2,119.1,0
extralarge-19-9,36,150,1.50,0.40,2,119.1,1
extralarge-19-9,36,200,1.50,0.33,2,166.2,0
extralarge-19-9,36,200,1.50,0.40,1,166.2,0
extralarge-19-9,36,200,1.50,0.40,3,166.2,0
extralarge-19-9,36,200,1.50,0.40,2,166.2,1
extralarge-19-9,36,250,1.80,0.40,2,166.8,0
extralarge-19-9,36,250,1.30,0.40,2,166.8,0
extralarge-19-9,36,250,1.50,0.50,2,125.9,0
extralarge-19-9,36,250,1.80,0.40,2,166.8,1
extralarge-19-9,36,300,2.10,0.40,2,87.6,0
extralarge-19-9,36,300,1.60,0.40,2,88.8,0
extralarge-19-9,36,300,1.80,0.33,2,88.8,0
extralarge-19-9,36,300,1.80,0.40,2,88.8,1
extralarge-19-9,36,350,1.60,0.40,2,-101.6,0
extralarge-19-9,36,350,2.10,0.40,2,-101.6,0
extralarge-19-9,36,350,1.80,0.40,1,-101.6,0
extralarge-19-9,36,350,1.80,0.40,2,-101.6,1
extralarge-19-9,36,400,1.80,0.40,3,-95.4,0
extralarge-19-9,36,400,1.60,0.40,2,-95.4,0
extralarge-19-9,36,400,2.10,0.40,2,-95.4,0
extralarge-19-9,36,400,1.80,0.40,2,-95.4,1
extralarge-19-9,36,450,1.80,0.50,2,-200.0,0
extralarge-19-9,36,450,1.80,0.33,2,-200.0,0
extralarge-19-9,36,450,1.80,0.40,1,-200.0,0
extralarge-19-9,36,450,1.80,0.40,2,-200.0,1
extralarge-19-9,91,50,1.80,0.40,2,323.9,0
extralarge-19-9,91,50,1.30,0.40,2,323.9,0
extralarge-19-9,91,50,1.50,0.50,2,323.9,0
extralarge-19-9,91,50,1.50,0.40,2,323.9,1
extralarge-19-9,91,100,1.50,0.33,2,253.5,0
extralarge-19-9,91,100,1.50,0.40,1,253.5,0
extralarge-19-9,91,100,1.50,0.40,3,253.5,0
extralarge-19-9,91,100,1.50,0.40,2,253.5,1
extralarge-19-9,91,150,1.80,0.40,2,65.8,0
extralarge-19-9,91,150,1.30,0.40,2,65.8,0
extralarge-19-9,91,150,1.50,0.50,2,65.8,0
extralarge-19-9,91,150,1.50,0.40,2,65.8,1
extralarge-19-9,91,200,1.50,0.33,2,34.4,0
extralarge-19-9,91,200,1.50,0.40,1,34.4,0
extralarge-19-9,91,200,1.50,0.40,3,34.4,0
extralarge-19-9,91,200,1.50,0.40,2,34.4,1
extralarge-19-9,91,250,1.80,0.40,2,0.0,0
extralarge-19-9,91,250,1.30,0.40,2,0.0,0
extralarge-19-9,91,250,1.50,0.50,2,0.0,0
extralarge-19-9,91,250,1.50,0.40,2,0.0,1
extralarge-19-9,91,300,1.50,0.33,2,0.0,0
extralarge-19-9,91,300,1.50,0.40,1,0.0,0
extralarge-19-9,91,300,1.50,0.40,3,0.0,0
extralarge-19-9,91,300,1.50,0.40,2,0.0,1
extralarge-19-9,91,350,1.80,0.40,2,0.0,0
extralarge-19-9,91,350,1.30,0.40,2,0.0,0
extralarge-19-9,91,350,1.50,0.50,2,0.0,0
extralarge-19-9,91,350,1.50,0.40,2,0.0,1
extralarge-19-9,91,400,1.50,0.33,2,0.0,0
extralarge-19-9,91,400,1.50,0.40,1,0.0,0
extralarge-19-9,91,400,1.50,0.40,3,0.0,0
extralarge-19-9,91,400,1.50,0.40,2,0.0,1
extralarge-19-9,91,450,1.80,0.40,2,0.0,0
extralarge-19-9,91,450,1.30,0.40,2,0.0,0
extralarge-19-9,91,450,1.50,0.50,2,0.0,0
extralarge-19-9,91,450,1.50,0.40,2,0.0,1
extralarge-19-9,92,50,1.80,0.40,2,264.7,0
extralarge-19-9,92,50,1.30,0.40,2,264.7,0
extralarge-19-9,92,50,1.50,0.50,2,264.7,0
extralarge-19-9,92,50,1.50,0.40,2,264.7,1
extralarge-19-9,92,100,1.50,0.33,2,189.8,0
extralarge-19-9,92,100,1.50,0.40,1,189.8,0
extralarge-19-9,92,100,1.50,0.40,3,189.8,0
extralarge-19-9,92,100,1.50,0.40,2,189.8,1
extralarge-19-9,92,150,1.80,0.40,2,70.7,0
extralarge-19-9,92,150,1.30,0.40,2,70.7,0
extralarge-19-9,92,150,1.50,0.50,2,70.7,0
extralarge-19-9,92,150,1.50,0.40,2,70.7,1
extralarge-19-9,92,200,1.50,0.33,2,93.9,0
extralarge-19-9,92,200,1.50,0.40,1,93.9,0
extralarge-19-9,92,200,1.50,0.40,3,93.9,0
extralarge-19-9,92,200,1.50,0.40,2,93.9,1
extralarge-19-9,92,250,1.80,0.40,2,66.4,0
extralarge-19-9,92,250,1.30,0.40,2,66.4,0
extralarge-19-9,92,250,1.50,0.50,2,66.4,0
extralarge-19-9,92,250,1.50,0.40,2,66.4,1
extralarge-19-9,92,300,1.50,0.33,2,-20.0,0
extralarge-19-9,92,300,1.50,0.40,1,-20.0,0
extralarge-19-9,92,300,1.50,0.40,3,-20.0,0
extralarge-19-9,92,300,1.50,0.40,2,-20.0,1
extralarge-19-9,92,350,1.80,0.40,2,0.0,0
extralarge-19-9,92,350,1.30,0.40,2,0.0,0
extralarge-19-9,92,350,1.50,0.50,2,0.0,0
extralarge-19-9,92,350,1.50,0.40,2,0.0,1
extralarge-19-9,92,400,1.50,0.33,2,0.0,0
extralarge-19-9,92,400,1.50,0.40,1,0.0,0
extralarge-19-9,92,400,1.50,0.40,3,0.0,0
extralarge-19-9,92,400,1.50,0.40,2,0.0,1
extralarge-19-9,92,450,1.80,0.40,2,-120.0,0
extralarge-19-9,92,450,1.30,0.40,2,-120.0,0
extralarge-19-9,92,450,1.50,0.50,2,-120.0,0
extralarge-19-9,92,450,1.50,0.40,2,-120.0,1
extralarge-19-9,93,50,1.80,0.40,2,229.3,0
extralarge-19-9,93,50,1.30,0.40,2,229.3,0
extralarge-19-9,93,50,1.50,0.50,2,229.3,0
extralarge-19-9,93,50,1.50,0.40,2,229.3,1
extralarge-19-9,93,100,1.50,0.33,2,292.8,0
extralarge-19-9,93,100,1.50,0.40,1,278.2,0
extralarge-19-9,93,100,1.50,0.40,3,292.8,0
extralarge-19-9,93,100,1.50,0.40,2,292.8,1
extralarge-19-9,93,150,1.80,0.40,2,201.5,0
extralarge-19-9,93,150,1.30,0.40,2,201.5,0
extralarge-19-9,93,150,1.50,0.50,2,201.5,0
extralarge-19-9,93,150,1.50,0.40,2,201.5,1
extralarge-19-9,93,200,1.50,0.33,2,31.4,0
extralarge-19-9,93,200,1.50,0.40,3,31.4,0
extralarge-19-9,93,200,1.80,0.40,2,31.4,0
extralarge-19-9,93,200,1.50,0.40,2,31.4,1
extralarge-19-9,93,250,1.30,0.40,2,0.0,0
extralarge-19-9,93,250,1.50,0.50,2,0.0,0
extralarge-19-9,93,250,1.50,0.33,2,0.0,0
extralarge-19-9,93,250,1.50,0.40,2,0.0,1
extralarge-19-9,93,300,1.50,0.40,3,0.0,0
extralarge-19-9,93,300,1.50,0.40,1,0.0,0
extralarge-19-9,93,300,1.80,0.40,2,0.0,0
extralarge-19-9,93,300,1.50,0.40,2,0.0,1
extralarge-19-9,93,350,1.30,0.40,2,0.0,0
extralarge-19-9,93,350,1.50,0.50,2,0.0,0
extralarge-19-9,93,350,1.50,0.33,2,0.0,0
extralarge-19-9,93,350,1.50,0.40,2,0.0,1
extralarge-19-9,93,400,1.50,0.40,3,0.0,0
extralarge-19-9,93,400,1.50,0.40,1,0.0,0
extralarge-19-9,93,400,1.80,0.40,2,0.0,0
extralarge-19-9,93,400,1.50,0.40,2,0.0,1
extralarge-19-9,93,450,1.30,0.40,2,0.0,0
extralarge-19-9,93,450,1.50,0.50,2,0.0,0
extralarge-19-9,93,450,1.50,0.33,2,0.0,0
extralarge-19-9,93,450,1.50,0.40,2,0.0,1
extralarge-19-9,94,50,1.80,0.40,2,371.5,0
extralarge-19-9,94,50,1.30,0.40,2,371.5,0
extralarge-19-9,94,50,1.50,0.50,2,371.5,0
extralarge-19-9,94,50,1.50,0.40,2,371.5,1
extralarge-19-9,94,100,1.50,0.33,2,153.6,0
extralarge-19-9,94,100,1.50,0.40,1,153.6,0
extralarge-19-9,94,100,1.50,0.40,3,153.6,0
extralarge-19-9,94,100,1.50,0.40,2,153.6,1
extralarge-19-9,94,150,1.80,0.40,2,123.8,0
extralarge-19-9,94,150,1.30,0.40,2,100.7,0
extralarge-19-9,94,150,1.50,0.50,2,123.8,0
extralarge-19-9,94,150,1.50,0.40,2,123.8,1
extralarge-19-9,94,200,1.50,0.33,2,84.7,0
extralarge-19-9,94,200,1.50,0.40,1,84.7,0
extralarge-19-9,94,200,1.50,0.40,3,84.7,0
extralarge-19-9,94,200,1.50,0.40,2,84.7,1
extralarge-19-9,94,250,1.80,0.40,2,44.9,0
extralarge-19-9,94,250,1.50,0.50,2,44.9,0
extralarge-19-9,94,250,1.50,0.33,2,44.9,0
extralarge-19-9,94,250,1.50,0.40,2,44.9,1
extralarge-19-9,94,300,1.50,0.40,1,32.7,0
extralarge-19-9,94,300,1.50,0.40,3,32.7,0
extralarge-19-9,94,300,1.80,0.40,2,32.7,0
extralarge-19-9,94,300,1.50,0.40,2,32.7,1
extralarge-19-9,94,350,1.50,0.50,2,0.0,0
extralarge-19-9,94,350,1.50,0.33,2,0.0,0
extralarge-19-9,94,350,1.50,0.40,1,0.0,0
extralarge-19-9,94,350,1.50,0.40,2,0.0,1
extralarge-19-9,94,400,1.50,0.40,3,0.0,0
extralarge-19-9,94,400,1.80,0.40,2,0.0,0
extralarge-19-9,94,400,1.50,0.50,2,0.0,0
extralarge-19-9,94,400,1.50,0.40,2,0.0,1
extralarge-19-9,94,450,1.50,0.33,2,-20.0,0
extralarge-19-9,94,450,1.50,0.40,1,-20.0,0
extralarge-19-9,94,450,1.50,0.40,3,-20.0,0
